date,commodity,expiry,strike,call_put,settle_price,volume,open_interest,oi_change,delta,implied_vol_pct,black76_price,futures_price,underlying_fut,dte,time_to_expiry_yrs
2026-04-02,KC,DEC26,380.0000,P,117.4500,0,1,0,0.8744,39.9800,116.5509,266.5500,DEC26,224,0.6137
2026-04-02,KC,DEC26,385.0000,C,4.9800,0,7,0,0.1395,38.3900,4.9800,266.5500,DEC26,224,0.6137
2026-04-02,KC,DEC26,390.0000,C,4.6600,0,440,0,0.1315,38.5600,4.6600,266.5500,DEC26,224,0.6137
2026-04-02,KC,DEC26,400.0000,C,4.0800,0,2237,0,0.1170,38.8900,4.0800,266.5500,DEC26,224,0.6137
2026-04-02,KC,DEC26,410.0000,C,3.5900,0,61,0,0.1043,39.2400,3.5900,266.5500,DEC26,224,0.6137
2026-04-02,KC,DEC26,420.0000,C,3.1700,0,1255,0,0.0932,39.6000,3.1700,266.5500,DEC26,224,0.6137
2026-04-02,KC,DEC26,430.0000,C,2.8000,5,305,0,0.0834,39.9300,2.8000,266.5500,DEC26,224,0.6137
2026-04-02,KC,DEC26,440.0000,C,2.4900,0,165,0,0.0749,40.2900,2.4900,266.5500,DEC26,224,0.6137
2026-04-02,KC,DEC26,450.0000,C,2.2200,0,71,0,0.0674,40.6400,2.2200,266.5500,DEC26,224,0.6137
2026-04-02,KC,DEC26,460.0000,C,1.9900,0,20,0,0.0609,41.0100,1.9900,266.5500,DEC26,224,0.6137
2026-04-02,KC,DEC26,470.0000,C,1.7900,0,66,0,0.0551,41.3800,1.7900,266.5500,DEC26,224,0.6137
2026-04-02,KC,DEC26,500.0000,C,1.3300,0,17,0,0.0415,42.5000,1.3300,266.5500,DEC26,224,0.6137
2026-04-02,KC,DEC26,550.0000,C,0.8600,0,25,0,0.0273,44.3300,0.8600,266.5500,DEC26,224,0.6137
2026-04-02,KC,DEC26,800.0000,C,0.2100,0,70,0,0.0067,52.4800,0.2100,266.5500,DEC26,224,0.6137
2026-04-02,KC,DEC26,900.0000,C,0.1500,0,62,0,0.0047,55.3200,0.1500,266.5500,DEC26,224,0.6137
2026-04-02,KC,DEC27,267.5000,C,32.1100,0,877,0,0.5163,31.5900,32.1100,253.0000,DEC27,589,1.6137
2026-04-02,KC,DEC27,270.0000,C,31.2400,0,877,0,0.5067,31.5700,31.2400,253.0000,DEC27,589,1.6137
2026-04-02,KC,JUL26,127.5000,P,0.0200,0,1,0,0.0007,62.0400,0.0200,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,150.0000,P,0.0500,0,652,0,0.0022,54.8700,0.0500,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,160.0000,P,0.0700,0,5,0,0.0034,51.6200,0.0700,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,165.0000,P,0.0900,0,21,0,0.0042,50.5200,0.0900,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,170.0000,P,0.1100,0,55,0,0.0052,49.1800,0.1100,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,175.0000,P,0.1300,0,32,0,0.0063,47.6800,0.1300,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,180.0000,P,0.1600,0,40,0,0.0077,46.4400,0.1600,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,182.5000,P,0.1800,0,1,0,0.0085,45.9100,0.1800,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,185.0000,P,0.1900,0,45,0,0.0094,45.0200,0.1900,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,187.5000,P,0.2100,0,11,0,0.0103,44.4000,0.2100,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,190.0000,P,0.2300,0,40,0,0.0113,43.7300,0.2300,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,192.5000,P,0.2500,0,4,0,0.0125,43.0300,0.2500,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,195.0000,P,0.2800,32,56,29,0.0139,42.5100,0.2800,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,197.5000,P,0.3200,0,1,0,0.0155,42.1300,0.3200,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,200.0000,C,89.5300,0,20,0,0.9975,45.2000,89.2112,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,200.0000,P,0.3500,1504,2824,21,0.0172,45.2000,0.5903,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,202.5000,P,0.3900,0,289,0,0.0191,40.9500,0.3900,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,205.0000,C,84.6000,0,1,0,0.9929,43.3900,84.3187,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,205.0000,P,0.4300,0,77,0,0.0212,43.3900,0.6543,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,207.5000,P,0.4700,0,9,0,0.0235,39.7200,0.4700,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,210.0000,C,79.7000,0,12,0,0.9875,41.7500,79.4485,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,210.0000,P,0.5300,32,177,15,0.0262,41.7500,0.7405,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,212.5000,P,0.6000,0,311,0,0.0293,38.9000,0.6000,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,215.0000,P,0.6700,0,218,0,0.0329,38.4200,0.6700,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,217.5000,P,0.7600,0,114,0,0.0370,38.0700,0.7600,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,220.0000,P,0.8700,105,1390,0,0.0416,37.8000,0.8700,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,222.5000,P,0.9800,0,91,0,0.0468,37.4300,0.9800,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,225.0000,P,1.1200,0,1821,0,0.0527,37.1900,1.1200,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,227.5000,P,1.2800,0,29,0,0.0592,36.9700,1.2800,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,230.0000,P,1.4600,110,568,-10,0.0665,36.7500,1.4600,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,232.5000,P,1.6600,0,8,0,0.0745,36.5400,1.6600,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,235.0000,P,1.8900,0,750,0,0.0834,36.3600,1.8900,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,237.5000,P,2.1500,0,2,0,0.0933,36.2100,2.1500,289.4000,JUL26,71,0.1945
2026-04-02,KC,JUL26,240.0000,C,51.6300,0,20,0,0.9039,36.5600,51.5239,289.4000,JUL26,71,0.1945
